accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties
7175,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-24,05:20:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Minor,0
7180,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-06-15,08:08:00,Sunday,Foggy,Highway,High,Two-Wheeler,Minor,0
7213,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-05-10,20:45:00,Friday,Clear,Main Road,High,Two-Wheeler,Serious,3
7216,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-06-20,18:43:00,Monday,Foggy,Residential Road,High,Two-Wheeler,Fatal,1
7239,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-07-02,09:09:00,Friday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
7244,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-08-07,18:52:00,Thursday,Foggy,Highway,Low,Car,Minor,0
7303,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-01-18,08:30:00,Monday,Clear,Highway,Medium,Two-Wheeler,Minor,0
7307,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-07,05:08:00,Thursday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
7356,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-05,08:23:00,Saturday,Clear,Highway,Medium,Car,Minor,1
7392,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-29,09:55:00,Tuesday,Clear,Residential Road,High,Car,Minor,1
7419,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-10-02,16:23:00,Sunday,Clear,Residential Road,High,Two-Wheeler,Minor,0
7448,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-03-07,09:33:00,Sunday,Clear,Chowk/Intersection,High,Truck,Minor,0
7451,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-01-04,19:08:00,Saturday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Fatal,4
7558,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-04-07,18:44:00,Monday,Rainy,Main Road,Medium,Car,Minor,0
7591,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-12-06,17:18:00,Saturday,Foggy,Residential Road,High,Auto-Rickshaw,Serious,2
7601,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-03-11,18:47:00,Monday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,1
7656,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-10-13,18:43:00,Friday,Foggy,Highway,Low,Car,Fatal,1
7713,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-10-22,07:01:00,Friday,Clear,Main Road,Low,Auto-Rickshaw,Serious,3
7727,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-10-02,19:42:00,Monday,Foggy,Main Road,Low,Two-Wheeler,Minor,0
7750,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-08-31,07:13:00,Wednesday,Clear,Highway,High,Truck,Minor,1
7844,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-04-08,07:17:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
7858,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-07-28,08:05:00,Friday,Clear,Highway,Low,Two-Wheeler,Minor,1
7892,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-02-16,21:56:00,Tuesday,Clear,Main Road,Medium,Car,Minor,0
7910,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-18,18:00:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
7952,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-11-28,18:28:00,Tuesday,Clear,Residential Road,Medium,Bus,Serious,2
7983,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-11-21,15:44:00,Friday,Rainy,Chowk/Intersection,Medium,Car,Minor,0
10,2,Kutchery Chowk,23.362,85.323,2023-04-27,20:00:00,Thursday,Stormy,Residential Road,High,Two-Wheeler,Minor,1
42,2,Kutchery Chowk,23.362,85.323,2025-11-07,19:24:00,Friday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Serious,3
68,2,Kutchery Chowk,23.362,85.323,2024-05-31,10:29:00,Friday,Stormy,Chowk/Intersection,High,Car,Serious,1
90,2,Kutchery Chowk,23.362,85.323,2025-08-18,06:07:00,Monday,Rainy,Residential Road,Low,Two-Wheeler,Serious,1
717,2,Kutchery Chowk,23.362,85.323,2025-12-12,17:43:00,Friday,Foggy,Main Road,Medium,Two-Wheeler,Minor,1
729,2,Kutchery Chowk,23.362,85.323,2023-03-13,08:18:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
818,2,Kutchery Chowk,23.362,85.323,2025-11-15,06:15:00,Saturday,Rainy,Chowk/Intersection,Low,Car,Minor,1
827,2,Kutchery Chowk,23.362,85.323,2023-03-05,17:47:00,Sunday,Clear,Residential Road,High,Auto-Rickshaw,Minor,1
852,2,Kutchery Chowk,23.362,85.323,2025-08-14,10:07:00,Thursday,Clear,Residential Road,Medium,Car,Serious,1
865,2,Kutchery Chowk,23.362,85.323,2021-06-27,10:34:00,Sunday,Clear,Chowk/Intersection,High,Car,Minor,1
909,2,Kutchery Chowk,23.362,85.323,2022-07-22,07:15:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
996,2,Kutchery Chowk,23.362,85.323,2022-05-05,10:27:00,Thursday,Clear,Chowk/Intersection,High,Car,Minor,0
1050,2,Kutchery Chowk,23.362,85.323,2024-02-13,20:36:00,Tuesday,Clear,Highway,Low,Car,Minor,0
1140,2,Kutchery Chowk,23.362,85.323,2021-05-13,18:18:00,Thursday,Foggy,Main Road,High,Car,Serious,3
1166,2,Kutchery Chowk,23.362,85.323,2024-07-29,05:01:00,Monday,Clear,Residential Road,Medium,Two-Wheeler,Serious,2
1185,2,Kutchery Chowk,23.362,85.323,2022-10-15,08:21:00,Saturday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,1
1323,2,Kutchery Chowk,23.362,85.323,2025-10-03,18:42:00,Friday,Clear,Chowk/Intersection,Low,Car,Minor,0
1402,2,Kutchery Chowk,23.362,85.323,2022-06-21,07:52:00,Tuesday,Rainy,Main Road,High,Car,Minor,0
1438,2,Kutchery Chowk,23.362,85.323,2024-05-18,09:04:00,Saturday,Rainy,Chowk/Intersection,High,Car,Minor,0
1451,2,Kutchery Chowk,23.362,85.323,2021-08-26,18:00:00,Thursday,Rainy,Main Road,High,Two-Wheeler,Minor,0
1453,2,Kutchery Chowk,23.362,85.323,2022-04-11,18:55:00,Monday,Clear,Highway,Medium,Two-Wheeler,Minor,0
1490,2,Kutchery Chowk,23.362,85.323,2023-09-05,06:49:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Fatal,2
1506,2,Kutchery Chowk,23.362,85.323,2021-07-06,18:53:00,Tuesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Fatal,1
1610,2,Kutchery Chowk,23.362,85.323,2021-11-21,09:04:00,Sunday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0
1696,2,Kutchery Chowk,23.362,85.323,2023-04-03,10:55:00,Monday,Clear,Main Road,High,Car,Serious,2
1736,2,Kutchery Chowk,23.362,85.323,2023-12-31,18:22:00,Sunday,Rainy,Main Road,Low,Bus,Serious,3
1933,2,Kutchery Chowk,23.362,85.323,2022-01-08,18:35:00,Saturday,Rainy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
1940,2,Kutchery Chowk,23.362,85.323,2023-04-13,17:52:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
1982,2,Kutchery Chowk,23.362,85.323,2025-12-22,17:56:00,Monday,Clear,Chowk/Intersection,Low,Car,Minor,1
1985,2,Kutchery Chowk,23.362,85.323,2022-05-10,18:00:00,Tuesday,Stormy,Main Road,Low,Two-Wheeler,Serious,3
2104,2,Kutchery Chowk,23.362,85.323,2023-02-21,21:11:00,Tuesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0
2163,2,Kutchery Chowk,23.362,85.323,2023-11-05,18:48:00,Sunday,Clear,Highway,Low,Auto-Rickshaw,Minor,0
2168,2,Kutchery Chowk,23.362,85.323,2023-03-29,11:42:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
2173,2,Kutchery Chowk,23.362,85.323,2024-06-18,18:46:00,Tuesday,Clear,Chowk/Intersection,High,Car,Minor,0
2202,2,Kutchery Chowk,23.362,85.323,2024-02-20,09:35:00,Tuesday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
2324,2,Kutchery Chowk,23.362,85.323,2024-04-26,19:55:00,Friday,Clear,Chowk/Intersection,High,Truck,Minor,1
2438,2,Kutchery Chowk,23.362,85.323,2023-09-30,20:02:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Serious,1
2454,2,Kutchery Chowk,23.362,85.323,2024-06-15,17:40:00,Saturday,Clear,Main Road,Medium,Car,Fatal,1
2537,2,Kutchery Chowk,23.362,85.323,2025-05-10,18:21:00,Saturday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0
2641,2,Kutchery Chowk,23.362,85.323,2021-12-22,17:01:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,1
2706,2,Kutchery Chowk,23.362,85.323,2023-01-21,17:28:00,Saturday,Rainy,Highway,High,Two-Wheeler,Serious,1
2808,2,Kutchery Chowk,23.362,85.323,2021-05-18,09:22:00,Tuesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Serious,3
2818,2,Kutchery Chowk,23.362,85.323,2025-12-01,18:39:00,Monday,Clear,Chowk/Intersection,Medium,Bus,Serious,2
2845,2,Kutchery Chowk,23.362,85.323,2022-11-17,07:45:00,Thursday,Clear,Highway,High,Bus,Minor,1
2851,2,Kutchery Chowk,23.362,85.323,2022-02-23,09:57:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Serious,3
2858,2,Kutchery Chowk,23.362,85.323,2022-06-10,15:33:00,Friday,Stormy,Main Road,Medium,Two-Wheeler,Serious,2
2968,2,Kutchery Chowk,23.362,85.323,2025-04-17,11:58:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
3020,2,Kutchery Chowk,23.362,85.323,2022-12-01,11:34:00,Thursday,Rainy,Residential Road,Low,Car,Minor,1
3130,2,Kutchery Chowk,23.362,85.323,2021-06-25,19:14:00,Friday,Clear,Chowk/Intersection,Medium,Car,Minor,0
3135,2,Kutchery Chowk,23.362,85.323,2023-08-26,20:50:00,Saturday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Serious,3
3184,2,Kutchery Chowk,23.362,85.323,2021-05-19,19:46:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1
3257,2,Kutchery Chowk,23.362,85.323,2022-05-26,09:41:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
3327,2,Kutchery Chowk,23.362,85.323,2023-05-18,16:25:00,Thursday,Rainy,Highway,High,Two-Wheeler,Serious,1
3366,2,Kutchery Chowk,23.362,85.323,2024-01-12,09:37:00,Friday,Foggy,Chowk/Intersection,High,Car,Minor,1
3370,2,Kutchery Chowk,23.362,85.323,2025-11-11,19:05:00,Tuesday,Rainy,Highway,Low,Auto-Rickshaw,Serious,3
3402,2,Kutchery Chowk,23.362,85.323,2023-11-19,05:56:00,Sunday,Clear,Residential Road,Low,Two-Wheeler,Minor,0
3424,2,Kutchery Chowk,23.362,85.323,2024-10-05,10:20:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0
3431,2,Kutchery Chowk,23.362,85.323,2023-03-12,09:52:00,Sunday,Clear,Highway,High,Two-Wheeler,Minor,0
3470,2,Kutchery Chowk,23.362,85.323,2023-08-29,20:02:00,Tuesday,Clear,Chowk/Intersection,High,Bus,Serious,1
3545,2,Kutchery Chowk,23.362,85.323,2025-03-04,08:23:00,Tuesday,Rainy,Main Road,Medium,Two-Wheeler,Minor,0
3570,2,Kutchery Chowk,23.362,85.323,2021-09-08,16:56:00,Wednesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
3637,2,Kutchery Chowk,23.362,85.323,2021-05-19,17:33:00,Wednesday,Rainy,Highway,Medium,Two-Wheeler,Minor,0
3732,2,Kutchery Chowk,23.362,85.323,2022-08-07,19:00:00,Sunday,Foggy,Residential Road,Medium,Car,Serious,2
3870,2,Kutchery Chowk,23.362,85.323,2025-02-21,18:51:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
3907,2,Kutchery Chowk,23.362,85.323,2022-06-15,09:03:00,Wednesday,Clear,Highway,Low,Auto-Rickshaw,Minor,0
3913,2,Kutchery Chowk,23.362,85.323,2021-10-15,18:38:00,Friday,Clear,Highway,High,Car,Minor,0
3955,2,Kutchery Chowk,23.362,85.323,2024-05-06,10:19:00,Monday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Fatal,1
3959,2,Kutchery Chowk,23.362,85.323,2021-03-22,19:12:00,Monday,Rainy,Residential Road,Low,Car,Minor,0
3998,2,Kutchery Chowk,23.362,85.323,2025-04-06,17:07:00,Sunday,Clear,Highway,Low,Two-Wheeler,Minor,0
4011,2,Kutchery Chowk,23.362,85.323,2022-06-26,19:44:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
4080,2,Kutchery Chowk,23.362,85.323,2022-04-08,22:17:00,Friday,Clear,Highway,Low,Truck,Fatal,2
4095,2,Kutchery Chowk,23.362,85.323,2025-12-30,10:11:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,1
4100,2,Kutchery Chowk,23.362,85.323,2022-07-05,07:58:00,Tuesday,Rainy,Residential Road,Medium,Car,Minor,1
4184,2,Kutchery Chowk,23.362,85.323,2023-11-21,09:50:00,Tuesday,Stormy,Highway,Medium,Car,Minor,1
4426,2,Kutchery Chowk,23.362,85.323,2023-12-27,09:15:00,Wednesday,Clear,Highway,Medium,Truck,Fatal,1
4436,2,Kutchery Chowk,23.362,85.323,2021-01-28,09:08:00,Thursday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
4453,2,Kutchery Chowk,23.362,85.323,2025-09-09,08:26:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
4548,2,Kutchery Chowk,23.362,85.323,2025-10-19,19:10:00,Sunday,Foggy,Highway,Medium,Auto-Rickshaw,Fatal,1
4610,2,Kutchery Chowk,23.362,85.323,2021-09-05,12:12:00,Sunday,Rainy,Chowk/Intersection,Low,Truck,Minor,1
4647,2,Kutchery Chowk,23.362,85.323,2022-04-08,17:08:00,Friday,Clear,Chowk/Intersection,High,Car,Serious,2
4664,2,Kutchery Chowk,23.362,85.323,2024-02-27,17:56:00,Tuesday,Clear,Main Road,Low,Car,Serious,2
4695,2,Kutchery Chowk,23.362,85.323,2023-10-24,10:13:00,Tuesday,Clear,Highway,High,Auto-Rickshaw,Minor,0
4724,2,Kutchery Chowk,23.362,85.323,2021-04-13,11:10:00,Tuesday,Clear,Chowk/Intersection,Medium,Car,Minor,1
4768,2,Kutchery Chowk,23.362,85.323,2023-08-31,08:59:00,Thursday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,1
4837,2,Kutchery Chowk,23.362,85.323,2025-11-10,10:39:00,Monday,Clear,Residential Road,High,Two-Wheeler,Minor,0
4854,2,Kutchery Chowk,23.362,85.323,2024-01-20,06:31:00,Saturday,Clear,Main Road,High,Auto-Rickshaw,Serious,1
4867,2,Kutchery Chowk,23.362,85.323,2023-08-25,18:15:00,Friday,Clear,Main Road,Low,Truck,Serious,3
4875,2,Kutchery Chowk,23.362,85.323,2022-05-26,11:06:00,Thursday,Stormy,Chowk/Intersection,Low,Two-Wheeler,Serious,3
4951,2,Kutchery Chowk,23.362,85.323,2022-11-12,11:14:00,Saturday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
4954,2,Kutchery Chowk,23.362,85.323,2024-01-08,20:56:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
4960,2,Kutchery Chowk,23.362,85.323,2025-01-31,10:22:00,Friday,Rainy,Main Road,High,Two-Wheeler,Fatal,2
5061,2,Kutchery Chowk,23.362,85.323,2025-07-23,18:03:00,Wednesday,Clear,Highway,Medium,Auto-Rickshaw,Minor,1
5072,2,Kutchery Chowk,23.362,85.323,2022-06-18,18:47:00,Saturday,Rainy,Main Road,Low,Car,Minor,0
5109,2,Kutchery Chowk,23.362,85.323,2023-07-22,09:23:00,Saturday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,1
5177,2,Kutchery Chowk,23.362,85.323,2025-05-23,11:58:00,Friday,Clear,Residential Road,Medium,Two-Wheeler,Serious,2
5336,2,Kutchery Chowk,23.362,85.323,2025-10-15,08:55:00,Wednesday,Stormy,Main Road,High,Two-Wheeler,Serious,3
5402,2,Kutchery Chowk,23.362,85.323,2023-09-29,07:00:00,Friday,Clear,Highway,High,Two-Wheeler,Minor,0
5520,2,Kutchery Chowk,23.362,85.323,2025-07-03,11:16:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
5542,2,Kutchery Chowk,23.362,85.323,2025-04-03,08:32:00,Thursday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
5545,2,Kutchery Chowk,23.362,85.323,2022-06-18,10:22:00,Saturday,Clear,Highway,Medium,Auto-Rickshaw,Serious,2
5555,2,Kutchery Chowk,23.362,85.323,2025-01-24,20:52:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
5560,2,Kutchery Chowk,23.362,85.323,2022-01-04,18:53:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
5596,2,Kutchery Chowk,23.362,85.323,2021-06-15,08:54:00,Tuesday,Rainy,Highway,Medium,Two-Wheeler,Minor,1
5618,2,Kutchery Chowk,23.362,85.323,2024-10-31,19:43:00,Thursday,Foggy,Residential Road,Low,Two-Wheeler,Serious,1
5644,2,Kutchery Chowk,23.362,85.323,2024-07-12,08:36:00,Friday,Rainy,Main Road,High,Two-Wheeler,Minor,0
5651,2,Kutchery Chowk,23.362,85.323,2025-03-14,10:09:00,Friday,Clear,Highway,Medium,Two-Wheeler,Fatal,1
5718,2,Kutchery Chowk,23.362,85.323,2023-12-02,19:15:00,Saturday,Foggy,Chowk/Intersection,Low,Auto-Rickshaw,Minor,1
5721,2,Kutchery Chowk,23.362,85.323,2021-07-28,18:11:00,Wednesday,Clear,Highway,High,Two-Wheeler,Fatal,3
5754,2,Kutchery Chowk,23.362,85.323,2021-11-26,09:15:00,Friday,Clear,Chowk/Intersection,High,Car,Serious,1
5848,2,Kutchery Chowk,23.362,85.323,2022-11-26,18:12:00,Saturday,Clear,Highway,High,Two-Wheeler,Fatal,1
5861,2,Kutchery Chowk,23.362,85.323,2024-11-13,16:28:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
5867,2,Kutchery Chowk,23.362,85.323,2023-04-21,07:40:00,Friday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,1
5961,2,Kutchery Chowk,23.362,85.323,2021-06-17,16:30:00,Thursday,Stormy,Main Road,Medium,Auto-Rickshaw,Fatal,2
6067,2,Kutchery Chowk,23.362,85.323,2024-02-24,10:39:00,Saturday,Clear,Residential Road,Medium,Car,Serious,2
6123,2,Kutchery Chowk,23.362,85.323,2021-11-14,07:06:00,Sunday,Clear,Residential Road,Low,Car,Minor,1
6200,2,Kutchery Chowk,23.362,85.323,2022-01-27,19:23:00,Thursday,Clear,Highway,High,Car,Serious,2
6207,2,Kutchery Chowk,23.362,85.323,2025-05-04,11:54:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
6232,2,Kutchery Chowk,23.362,85.323,2024-08-02,07:40:00,Friday,Clear,Main Road,Low,Two-Wheeler,Serious,1
6280,2,Kutchery Chowk,23.362,85.323,2022-11-17,16:39:00,Thursday,Rainy,Residential Road,Medium,Car,Minor,0
6345,2,Kutchery Chowk,23.362,85.323,2024-06-28,07:14:00,Friday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,1
6436,2,Kutchery Chowk,23.362,85.323,2024-08-21,08:22:00,Wednesday,Clear,Main Road,Medium,Truck,Fatal,3
6549,2,Kutchery Chowk,23.362,85.323,2022-09-15,19:32:00,Thursday,Clear,Main Road,High,Car,Serious,2
6567,2,Kutchery Chowk,23.362,85.323,2024-05-20,17:40:00,Monday,Clear,Main Road,High,Two-Wheeler,Serious,1
6590,2,Kutchery Chowk,23.362,85.323,2022-10-26,21:15:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Serious,3
6596,2,Kutchery Chowk,23.362,85.323,2024-06-19,20:22:00,Wednesday,Foggy,Main Road,Medium,Car,Minor,0
6645,2,Kutchery Chowk,23.362,85.323,2023-05-27,09:24:00,Saturday,Clear,Main Road,High,Car,Fatal,4
6683,2,Kutchery Chowk,23.362,85.323,2024-06-28,16:10:00,Friday,Foggy,Main Road,High,Two-Wheeler,Minor,1
6702,2,Kutchery Chowk,23.362,85.323,2024-03-03,18:47:00,Sunday,Stormy,Residential Road,Medium,Two-Wheeler,Minor,0
6704,2,Kutchery Chowk,23.362,85.323,2021-06-07,09:13:00,Monday,Clear,Highway,High,Auto-Rickshaw,Fatal,1
6841,2,Kutchery Chowk,23.362,85.323,2024-03-25,11:22:00,Monday,Clear,Main Road,High,Auto-Rickshaw,Minor,0
6848,2,Kutchery Chowk,23.362,85.323,2022-01-16,16:56:00,Sunday,Clear,Main Road,High,Two-Wheeler,Serious,2
6857,2,Kutchery Chowk,23.362,85.323,2025-09-02,07:57:00,Tuesday,Foggy,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,1
6875,2,Kutchery Chowk,23.362,85.323,2022-09-29,11:24:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1
6913,2,Kutchery Chowk,23.362,85.323,2023-05-31,18:27:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
6955,2,Kutchery Chowk,23.362,85.323,2023-05-26,21:23:00,Friday,Rainy,Main Road,High,Auto-Rickshaw,Fatal,1
6979,2,Kutchery Chowk,23.362,85.323,2025-09-07,09:44:00,Sunday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,3
7043,2,Kutchery Chowk,23.362,85.323,2021-12-03,20:49:00,Friday,Clear,Highway,High,Two-Wheeler,Minor,1
7052,2,Kutchery Chowk,23.362,85.323,2021-10-17,15:49:00,Sunday,Clear,Highway,Medium,Two-Wheeler,Serious,1
7114,2,Kutchery Chowk,23.362,85.323,2023-12-13,09:50:00,Wednesday,Rainy,Main Road,High,Bus,Fatal,1
7190,2,Kutchery Chowk,23.362,85.323,2023-06-08,17:35:00,Thursday,Clear,Highway,Medium,Two-Wheeler,Serious,1
7228,2,Kutchery Chowk,23.362,85.323,2024-06-07,18:16:00,Friday,Clear,Main Road,Low,Car,Minor,1
7337,2,Kutchery Chowk,23.362,85.323,2025-05-16,09:20:00,Friday,Clear,Highway,High,Car,Minor,0
7417,2,Kutchery Chowk,23.362,85.323,2022-08-24,07:18:00,Wednesday,Foggy,Residential Road,Medium,Two-Wheeler,Minor,0
7433,2,Kutchery Chowk,23.362,85.323,2023-11-14,16:50:00,Tuesday,Rainy,Chowk/Intersection,High,Car,Minor,0
7439,2,Kutchery Chowk,23.362,85.323,2025-03-21,19:13:00,Friday,Clear,Main Road,High,Auto-Rickshaw,Minor,0
7440,2,Kutchery Chowk,23.362,85.323,2023-08-30,21:02:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1
7476,2,Kutchery Chowk,23.362,85.323,2025-08-07,10:42:00,Thursday,Clear,Main Road,Low,Auto-Rickshaw,Serious,1
7508,2,Kutchery Chowk,23.362,85.323,2025-11-28,08:08:00,Friday,Clear,Highway,Low,Car,Serious,1
7544,2,Kutchery Chowk,23.362,85.323,2021-06-17,06:16:00,Thursday,Clear,Highway,Low,Car,Serious,1
7623,2,Kutchery Chowk,23.362,85.323,2025-11-09,08:18:00,Sunday,Rainy,Main Road,Medium,Car,Minor,0
7738,2,Kutchery Chowk,23.362,85.323,2023-01-10,05:16:00,Tuesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
7831,2,Kutchery Chowk,23.362,85.323,2021-11-05,08:18:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
7922,2,Kutchery Chowk,23.362,85.323,2023-09-18,08:15:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7939,2,Kutchery Chowk,23.362,85.323,2022-05-13,09:08:00,Friday,Clear,Highway,High,Two-Wheeler,Minor,0
45,3,Firayalal Chowk,23.3701968,85.3249027,2024-08-13,18:19:00,Tuesday,Clear,Main Road,Low,Bus,Minor,0
95,3,Firayalal Chowk,23.3701968,85.3249027,2024-06-05,09:54:00,Wednesday,Clear,Main Road,Low,Two-Wheeler,Minor,0
132,3,Firayalal Chowk,23.3701968,85.3249027,2025-09-10,07:00:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
137,3,Firayalal Chowk,23.3701968,85.3249027,2024-07-03,16:22:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,3
161,3,Firayalal Chowk,23.3701968,85.3249027,2021-03-08,09:05:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
166,3,Firayalal Chowk,23.3701968,85.3249027,2023-08-07,07:40:00,Monday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
198,3,Firayalal Chowk,23.3701968,85.3249027,2024-02-07,17:34:00,Wednesday,Clear,Main Road,High,Car,Serious,2
208,3,Firayalal Chowk,23.3701968,85.3249027,2024-08-12,08:03:00,Monday,Clear,Highway,Low,Car,Serious,1
225,3,Firayalal Chowk,23.3701968,85.3249027,2023-10-13,12:25:00,Friday,Clear,Residential Road,Low,Auto-Rickshaw,Minor,1
231,3,Firayalal Chowk,23.3701968,85.3249027,2025-07-15,09:50:00,Tuesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
253,3,Firayalal Chowk,23.3701968,85.3249027,2023-07-19,19:54:00,Wednesday,Foggy,Main Road,Low,Two-Wheeler,Fatal,1
257,3,Firayalal Chowk,23.3701968,85.3249027,2022-12-22,09:59:00,Thursday,Clear,Main Road,Low,Two-Wheeler,Minor,1
299,3,Firayalal Chowk,23.3701968,85.3249027,2025-09-02,18:25:00,Tuesday,Clear,Chowk/Intersection,Medium,Truck,Minor,1
376,3,Firayalal Chowk,23.3701968,85.3249027,2021-09-14,17:15:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Minor,0
420,3,Firayalal Chowk,23.3701968,85.3249027,2025-02-25,16:55:00,Tuesday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Fatal,1
436,3,Firayalal Chowk,23.3701968,85.3249027,2021-01-19,07:27:00,Tuesday,Rainy,Residential Road,High,Two-Wheeler,Minor,0
461,3,Firayalal Chowk,23.3701968,85.3249027,2021-11-10,19:11:00,Wednesday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
470,3,Firayalal Chowk,23.3701968,85.3249027,2021-01-22,07:23:00,Friday,Foggy,Main Road,High,Two-Wheeler,Minor,0
509,3,Firayalal Chowk,23.3701968,85.3249027,2021-10-24,16:27:00,Sunday,Clear,Residential Road,Medium,Car,Minor,0
550,3,Firayalal Chowk,23.3701968,85.3249027,2023-09-01,17:43:00,Friday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,1
