accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties,hour,is_weekend,time_of_day,is_rush_hour,month,year,is_adverse_weather
5601,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-09-12,09:56:00,Monday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,9,False,Morning,True,9,2022,False
5603,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-08-05,07:33:00,Thursday,Stormy,Residential Road,High,Bus,Minor,0,7,False,Morning,False,8,2021,True
5625,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-05-10,10:26:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,10,False,Morning,True,5,2022,False
5716,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-06-24,08:20:00,Saturday,Foggy,Main Road,Low,Two-Wheeler,Fatal,1,8,True,Morning,True,6,2023,True
5729,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-12,17:54:00,Tuesday,Clear,Residential Road,Medium,Car,Minor,0,17,False,Evening,True,4,2022,False
5741,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-04-12,18:00:00,Wednesday,Clear,Main Road,Medium,Car,Serious,3,18,False,Evening,True,4,2023,False
5880,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-09-03,17:18:00,Friday,Clear,Main Road,Low,Car,Minor,0,17,False,Evening,True,9,2021,False
5910,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-12-22,17:39:00,Sunday,Rainy,Highway,High,Two-Wheeler,Serious,3,17,True,Evening,True,12,2024,True
5967,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-01-16,16:12:00,Monday,Foggy,Highway,Medium,Two-Wheeler,Fatal,2,16,False,Afternoon,False,1,2023,True
5968,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-01-07,21:26:00,Thursday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,21,False,Night,False,1,2021,False
6022,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-12-10,18:45:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,18,False,Evening,True,12,2021,False
6053,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-09-18,10:04:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,10,True,Morning,True,9,2021,False
6095,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-05-05,09:03:00,Friday,Clear,Chowk/Intersection,Low,Truck,Minor,0,9,False,Morning,True,5,2023,False
6231,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-01-06,10:26:00,Monday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,10,False,Morning,True,1,2025,False
6236,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-07-07,10:06:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,7,2021,False
6251,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-05-26,11:13:00,Sunday,Rainy,Main Road,High,Truck,Serious,2,11,True,Morning,False,5,2024,True
6305,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-01-19,08:59:00,Thursday,Rainy,Main Road,Low,Two-Wheeler,Minor,0,8,False,Morning,True,1,2023,True
6355,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-11-03,06:44:00,Thursday,Clear,Residential Road,High,Bus,Minor,0,6,False,Morning,False,11,2022,False
6404,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-02-11,17:18:00,Tuesday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,1,17,False,Evening,True,2,2025,True
6454,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-10-18,18:33:00,Saturday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,18,True,Evening,True,10,2025,True
6530,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-05-14,18:46:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Serious,2,18,True,Evening,True,5,2022,False
6621,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-03-19,18:15:00,Tuesday,Foggy,Main Road,Medium,Two-Wheeler,Serious,2,18,False,Evening,True,3,2024,True
6635,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-07-07,08:34:00,Thursday,Rainy,Residential Road,High,Car,Minor,0,8,False,Morning,True,7,2022,True
6736,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-02-01,15:39:00,Saturday,Clear,Main Road,High,Two-Wheeler,Serious,2,15,True,Afternoon,False,2,2025,False
6753,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-17,09:01:00,Sunday,Foggy,Chowk/Intersection,Low,Truck,Serious,1,9,True,Morning,True,4,2022,True
6755,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-29,08:06:00,Friday,Clear,Main Road,Medium,Car,Minor,0,8,False,Morning,True,4,2022,False
6768,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-10-18,10:01:00,Monday,Rainy,Residential Road,Medium,Two-Wheeler,Serious,1,10,False,Morning,True,10,2021,True
6780,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-09-18,07:32:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,7,False,Morning,False,9,2025,False
6808,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-05-13,07:59:00,Friday,Clear,Chowk/Intersection,High,Car,Fatal,1,7,False,Morning,False,5,2022,False
6842,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-04-15,20:19:00,Thursday,Rainy,Main Road,High,Car,Minor,0,20,False,Evening,True,4,2021,True
6915,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-03-06,09:26:00,Wednesday,Clear,Main Road,High,Car,Minor,0,9,False,Morning,True,3,2024,False
6939,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-10-18,10:04:00,Wednesday,Rainy,Main Road,Low,Two-Wheeler,Minor,0,10,False,Morning,True,10,2023,True
6967,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-02-25,17:03:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Fatal,3,17,True,Evening,True,2,2023,False
7105,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-04-11,17:27:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,17,False,Evening,True,4,2024,False
7116,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-10-19,17:30:00,Sunday,Clear,Main Road,Medium,Car,Minor,1,17,True,Evening,True,10,2025,False
7133,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-01-17,18:41:00,Friday,Clear,Residential Road,High,Two-Wheeler,Minor,0,18,False,Evening,True,1,2025,False
7175,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-24,05:20:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Minor,0,5,True,Morning,False,4,2022,True
7180,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-06-15,08:08:00,Sunday,Foggy,Highway,High,Two-Wheeler,Minor,0,8,True,Morning,True,6,2025,True
7213,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-05-10,20:45:00,Friday,Clear,Main Road,High,Two-Wheeler,Serious,3,20,False,Evening,True,5,2024,False
7216,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-06-20,18:43:00,Monday,Foggy,Residential Road,High,Two-Wheeler,Fatal,1,18,False,Evening,True,6,2022,True
7239,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-07-02,09:09:00,Friday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,9,False,Morning,True,7,2021,True
7244,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-08-07,18:52:00,Thursday,Foggy,Highway,Low,Car,Minor,0,18,False,Evening,True,8,2025,True
7303,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-01-18,08:30:00,Monday,Clear,Highway,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,1,2021,False
7307,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-04-07,05:08:00,Thursday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,5,False,Morning,False,4,2022,True
7356,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-05,08:23:00,Saturday,Clear,Highway,Medium,Car,Minor,1,8,True,Morning,True,8,2023,False
7392,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-29,09:55:00,Tuesday,Clear,Residential Road,High,Car,Minor,1,9,False,Morning,True,8,2023,False
7419,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-10-02,16:23:00,Sunday,Clear,Residential Road,High,Two-Wheeler,Minor,0,16,True,Afternoon,False,10,2022,False
7448,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-03-07,09:33:00,Sunday,Clear,Chowk/Intersection,High,Truck,Minor,0,9,True,Morning,True,3,2021,False
7451,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-01-04,19:08:00,Saturday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Fatal,4,19,True,Evening,True,1,2025,True
7558,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-04-07,18:44:00,Monday,Rainy,Main Road,Medium,Car,Minor,0,18,False,Evening,True,4,2025,True
7591,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-12-06,17:18:00,Saturday,Foggy,Residential Road,High,Auto-Rickshaw,Serious,2,17,True,Evening,True,12,2025,True
7601,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-03-11,18:47:00,Monday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,1,18,False,Evening,True,3,2024,False
7656,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-10-13,18:43:00,Friday,Foggy,Highway,Low,Car,Fatal,1,18,False,Evening,True,10,2023,True
7713,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-10-22,07:01:00,Friday,Clear,Main Road,Low,Auto-Rickshaw,Serious,3,7,False,Morning,False,10,2021,False
7727,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-10-02,19:42:00,Monday,Foggy,Main Road,Low,Two-Wheeler,Minor,0,19,False,Evening,True,10,2023,True
7750,1,Albert Ekka Chowk,23.3701968,85.3249027,2022-08-31,07:13:00,Wednesday,Clear,Highway,High,Truck,Minor,1,7,False,Morning,False,8,2022,False
7844,1,Albert Ekka Chowk,23.3701968,85.3249027,2024-04-08,07:17:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0,7,False,Morning,False,4,2024,False
7858,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-07-28,08:05:00,Friday,Clear,Highway,Low,Two-Wheeler,Minor,1,8,False,Morning,True,7,2023,False
7892,1,Albert Ekka Chowk,23.3701968,85.3249027,2021-02-16,21:56:00,Tuesday,Clear,Main Road,Medium,Car,Minor,0,21,False,Night,False,2,2021,False
7910,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-08-18,18:00:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,18,False,Evening,True,8,2023,False
7952,1,Albert Ekka Chowk,23.3701968,85.3249027,2023-11-28,18:28:00,Tuesday,Clear,Residential Road,Medium,Bus,Serious,2,18,False,Evening,True,11,2023,False
7983,1,Albert Ekka Chowk,23.3701968,85.3249027,2025-11-21,15:44:00,Friday,Rainy,Chowk/Intersection,Medium,Car,Minor,0,15,False,Afternoon,False,11,2025,True
10,2,Kutchery Chowk,23.362,85.323,2023-04-27,20:00:00,Thursday,Stormy,Residential Road,High,Two-Wheeler,Minor,1,20,False,Evening,True,4,2023,True
42,2,Kutchery Chowk,23.362,85.323,2025-11-07,19:24:00,Friday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Serious,3,19,False,Evening,True,11,2025,True
68,2,Kutchery Chowk,23.362,85.323,2024-05-31,10:29:00,Friday,Stormy,Chowk/Intersection,High,Car,Serious,1,10,False,Morning,True,5,2024,True
90,2,Kutchery Chowk,23.362,85.323,2025-08-18,06:07:00,Monday,Rainy,Residential Road,Low,Two-Wheeler,Serious,1,6,False,Morning,False,8,2025,True
717,2,Kutchery Chowk,23.362,85.323,2025-12-12,17:43:00,Friday,Foggy,Main Road,Medium,Two-Wheeler,Minor,1,17,False,Evening,True,12,2025,True
729,2,Kutchery Chowk,23.362,85.323,2023-03-13,08:18:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,8,False,Morning,True,3,2023,False
818,2,Kutchery Chowk,23.362,85.323,2025-11-15,06:15:00,Saturday,Rainy,Chowk/Intersection,Low,Car,Minor,1,6,True,Morning,False,11,2025,True
827,2,Kutchery Chowk,23.362,85.323,2023-03-05,17:47:00,Sunday,Clear,Residential Road,High,Auto-Rickshaw,Minor,1,17,True,Evening,True,3,2023,False
852,2,Kutchery Chowk,23.362,85.323,2025-08-14,10:07:00,Thursday,Clear,Residential Road,Medium,Car,Serious,1,10,False,Morning,True,8,2025,False
865,2,Kutchery Chowk,23.362,85.323,2021-06-27,10:34:00,Sunday,Clear,Chowk/Intersection,High,Car,Minor,1,10,True,Morning,True,6,2021,False
909,2,Kutchery Chowk,23.362,85.323,2022-07-22,07:15:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,7,False,Morning,False,7,2022,False
996,2,Kutchery Chowk,23.362,85.323,2022-05-05,10:27:00,Thursday,Clear,Chowk/Intersection,High,Car,Minor,0,10,False,Morning,True,5,2022,False
1050,2,Kutchery Chowk,23.362,85.323,2024-02-13,20:36:00,Tuesday,Clear,Highway,Low,Car,Minor,0,20,False,Evening,True,2,2024,False
1140,2,Kutchery Chowk,23.362,85.323,2021-05-13,18:18:00,Thursday,Foggy,Main Road,High,Car,Serious,3,18,False,Evening,True,5,2021,True
1166,2,Kutchery Chowk,23.362,85.323,2024-07-29,05:01:00,Monday,Clear,Residential Road,Medium,Two-Wheeler,Serious,2,5,False,Morning,False,7,2024,False
1185,2,Kutchery Chowk,23.362,85.323,2022-10-15,08:21:00,Saturday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,1,8,True,Morning,True,10,2022,True
1323,2,Kutchery Chowk,23.362,85.323,2025-10-03,18:42:00,Friday,Clear,Chowk/Intersection,Low,Car,Minor,0,18,False,Evening,True,10,2025,False
1402,2,Kutchery Chowk,23.362,85.323,2022-06-21,07:52:00,Tuesday,Rainy,Main Road,High,Car,Minor,0,7,False,Morning,False,6,2022,True
1438,2,Kutchery Chowk,23.362,85.323,2024-05-18,09:04:00,Saturday,Rainy,Chowk/Intersection,High,Car,Minor,0,9,True,Morning,True,5,2024,True
1451,2,Kutchery Chowk,23.362,85.323,2021-08-26,18:00:00,Thursday,Rainy,Main Road,High,Two-Wheeler,Minor,0,18,False,Evening,True,8,2021,True
1453,2,Kutchery Chowk,23.362,85.323,2022-04-11,18:55:00,Monday,Clear,Highway,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,4,2022,False
1490,2,Kutchery Chowk,23.362,85.323,2023-09-05,06:49:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Fatal,2,6,False,Morning,False,9,2023,False
1506,2,Kutchery Chowk,23.362,85.323,2021-07-06,18:53:00,Tuesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Fatal,1,18,False,Evening,True,7,2021,True
1610,2,Kutchery Chowk,23.362,85.323,2021-11-21,09:04:00,Sunday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,9,True,Morning,True,11,2021,False
1696,2,Kutchery Chowk,23.362,85.323,2023-04-03,10:55:00,Monday,Clear,Main Road,High,Car,Serious,2,10,False,Morning,True,4,2023,False
1736,2,Kutchery Chowk,23.362,85.323,2023-12-31,18:22:00,Sunday,Rainy,Main Road,Low,Bus,Serious,3,18,True,Evening,True,12,2023,True
1933,2,Kutchery Chowk,23.362,85.323,2022-01-08,18:35:00,Saturday,Rainy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,18,True,Evening,True,1,2022,True
1940,2,Kutchery Chowk,23.362,85.323,2023-04-13,17:52:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,17,False,Evening,True,4,2023,False
1982,2,Kutchery Chowk,23.362,85.323,2025-12-22,17:56:00,Monday,Clear,Chowk/Intersection,Low,Car,Minor,1,17,False,Evening,True,12,2025,False
1985,2,Kutchery Chowk,23.362,85.323,2022-05-10,18:00:00,Tuesday,Stormy,Main Road,Low,Two-Wheeler,Serious,3,18,False,Evening,True,5,2022,True
2104,2,Kutchery Chowk,23.362,85.323,2023-02-21,21:11:00,Tuesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,21,False,Night,False,2,2023,False
2163,2,Kutchery Chowk,23.362,85.323,2023-11-05,18:48:00,Sunday,Clear,Highway,Low,Auto-Rickshaw,Minor,0,18,True,Evening,True,11,2023,False
2168,2,Kutchery Chowk,23.362,85.323,2023-03-29,11:42:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,11,False,Morning,False,3,2023,False
2173,2,Kutchery Chowk,23.362,85.323,2024-06-18,18:46:00,Tuesday,Clear,Chowk/Intersection,High,Car,Minor,0,18,False,Evening,True,6,2024,False
2202,2,Kutchery Chowk,23.362,85.323,2024-02-20,09:35:00,Tuesday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0,9,False,Morning,True,2,2024,False
2324,2,Kutchery Chowk,23.362,85.323,2024-04-26,19:55:00,Friday,Clear,Chowk/Intersection,High,Truck,Minor,1,19,False,Evening,True,4,2024,False
2438,2,Kutchery Chowk,23.362,85.323,2023-09-30,20:02:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Serious,1,20,True,Evening,True,9,2023,False
2454,2,Kutchery Chowk,23.362,85.323,2024-06-15,17:40:00,Saturday,Clear,Main Road,Medium,Car,Fatal,1,17,True,Evening,True,6,2024,False
2537,2,Kutchery Chowk,23.362,85.323,2025-05-10,18:21:00,Saturday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,18,True,Evening,True,5,2025,False
2641,2,Kutchery Chowk,23.362,85.323,2021-12-22,17:01:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,1,17,False,Evening,True,12,2021,False
2706,2,Kutchery Chowk,23.362,85.323,2023-01-21,17:28:00,Saturday,Rainy,Highway,High,Two-Wheeler,Serious,1,17,True,Evening,True,1,2023,True
2808,2,Kutchery Chowk,23.362,85.323,2021-05-18,09:22:00,Tuesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Serious,3,9,False,Morning,True,5,2021,True
2818,2,Kutchery Chowk,23.362,85.323,2025-12-01,18:39:00,Monday,Clear,Chowk/Intersection,Medium,Bus,Serious,2,18,False,Evening,True,12,2025,False
2845,2,Kutchery Chowk,23.362,85.323,2022-11-17,07:45:00,Thursday,Clear,Highway,High,Bus,Minor,1,7,False,Morning,False,11,2022,False
2851,2,Kutchery Chowk,23.362,85.323,2022-02-23,09:57:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Serious,3,9,False,Morning,True,2,2022,False
2858,2,Kutchery Chowk,23.362,85.323,2022-06-10,15:33:00,Friday,Stormy,Main Road,Medium,Two-Wheeler,Serious,2,15,False,Afternoon,False,6,2022,True
2968,2,Kutchery Chowk,23.362,85.323,2025-04-17,11:58:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,11,False,Morning,False,4,2025,False
3020,2,Kutchery Chowk,23.362,85.323,2022-12-01,11:34:00,Thursday,Rainy,Residential Road,Low,Car,Minor,1,11,False,Morning,False,12,2022,True
3130,2,Kutchery Chowk,23.362,85.323,2021-06-25,19:14:00,Friday,Clear,Chowk/Intersection,Medium,Car,Minor,0,19,False,Evening,True,6,2021,False
3135,2,Kutchery Chowk,23.362,85.323,2023-08-26,20:50:00,Saturday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Serious,3,20,True,Evening,True,8,2023,True
3184,2,Kutchery Chowk,23.362,85.323,2021-05-19,19:46:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1,19,False,Evening,True,5,2021,False
3257,2,Kutchery Chowk,23.362,85.323,2022-05-26,09:41:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0,9,False,Morning,True,5,2022,False
3327,2,Kutchery Chowk,23.362,85.323,2023-05-18,16:25:00,Thursday,Rainy,Highway,High,Two-Wheeler,Serious,1,16,False,Afternoon,False,5,2023,True
3366,2,Kutchery Chowk,23.362,85.323,2024-01-12,09:37:00,Friday,Foggy,Chowk/Intersection,High,Car,Minor,1,9,False,Morning,True,1,2024,True
3370,2,Kutchery Chowk,23.362,85.323,2025-11-11,19:05:00,Tuesday,Rainy,Highway,Low,Auto-Rickshaw,Serious,3,19,False,Evening,True,11,2025,True
3402,2,Kutchery Chowk,23.362,85.323,2023-11-19,05:56:00,Sunday,Clear,Residential Road,Low,Two-Wheeler,Minor,0,5,True,Morning,False,11,2023,False
3424,2,Kutchery Chowk,23.362,85.323,2024-10-05,10:20:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0,10,True,Morning,True,10,2024,False
3431,2,Kutchery Chowk,23.362,85.323,2023-03-12,09:52:00,Sunday,Clear,Highway,High,Two-Wheeler,Minor,0,9,True,Morning,True,3,2023,False
3470,2,Kutchery Chowk,23.362,85.323,2023-08-29,20:02:00,Tuesday,Clear,Chowk/Intersection,High,Bus,Serious,1,20,False,Evening,True,8,2023,False
3545,2,Kutchery Chowk,23.362,85.323,2025-03-04,08:23:00,Tuesday,Rainy,Main Road,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,3,2025,True
3570,2,Kutchery Chowk,23.362,85.323,2021-09-08,16:56:00,Wednesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,16,False,Afternoon,False,9,2021,False
3637,2,Kutchery Chowk,23.362,85.323,2021-05-19,17:33:00,Wednesday,Rainy,Highway,Medium,Two-Wheeler,Minor,0,17,False,Evening,True,5,2021,True
3732,2,Kutchery Chowk,23.362,85.323,2022-08-07,19:00:00,Sunday,Foggy,Residential Road,Medium,Car,Serious,2,19,True,Evening,True,8,2022,True
3870,2,Kutchery Chowk,23.362,85.323,2025-02-21,18:51:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,18,False,Evening,True,2,2025,False
3907,2,Kutchery Chowk,23.362,85.323,2022-06-15,09:03:00,Wednesday,Clear,Highway,Low,Auto-Rickshaw,Minor,0,9,False,Morning,True,6,2022,False
3913,2,Kutchery Chowk,23.362,85.323,2021-10-15,18:38:00,Friday,Clear,Highway,High,Car,Minor,0,18,False,Evening,True,10,2021,False
3955,2,Kutchery Chowk,23.362,85.323,2024-05-06,10:19:00,Monday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Fatal,1,10,False,Morning,True,5,2024,True
3959,2,Kutchery Chowk,23.362,85.323,2021-03-22,19:12:00,Monday,Rainy,Residential Road,Low,Car,Minor,0,19,False,Evening,True,3,2021,True
3998,2,Kutchery Chowk,23.362,85.323,2025-04-06,17:07:00,Sunday,Clear,Highway,Low,Two-Wheeler,Minor,0,17,True,Evening,True,4,2025,False
4011,2,Kutchery Chowk,23.362,85.323,2022-06-26,19:44:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,1,19,True,Evening,True,6,2022,False
4080,2,Kutchery Chowk,23.362,85.323,2022-04-08,22:17:00,Friday,Clear,Highway,Low,Truck,Fatal,2,22,False,Night,False,4,2022,False
4095,2,Kutchery Chowk,23.362,85.323,2025-12-30,10:11:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,1,10,False,Morning,True,12,2025,False
4100,2,Kutchery Chowk,23.362,85.323,2022-07-05,07:58:00,Tuesday,Rainy,Residential Road,Medium,Car,Minor,1,7,False,Morning,False,7,2022,True
4184,2,Kutchery Chowk,23.362,85.323,2023-11-21,09:50:00,Tuesday,Stormy,Highway,Medium,Car,Minor,1,9,False,Morning,True,11,2023,True
4426,2,Kutchery Chowk,23.362,85.323,2023-12-27,09:15:00,Wednesday,Clear,Highway,Medium,Truck,Fatal,1,9,False,Morning,True,12,2023,False
4436,2,Kutchery Chowk,23.362,85.323,2021-01-28,09:08:00,Thursday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0,9,False,Morning,True,1,2021,False
4453,2,Kutchery Chowk,23.362,85.323,2025-09-09,08:26:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1,8,False,Morning,True,9,2025,False
4548,2,Kutchery Chowk,23.362,85.323,2025-10-19,19:10:00,Sunday,Foggy,Highway,Medium,Auto-Rickshaw,Fatal,1,19,True,Evening,True,10,2025,True
4610,2,Kutchery Chowk,23.362,85.323,2021-09-05,12:12:00,Sunday,Rainy,Chowk/Intersection,Low,Truck,Minor,1,12,True,Afternoon,False,9,2021,True
4647,2,Kutchery Chowk,23.362,85.323,2022-04-08,17:08:00,Friday,Clear,Chowk/Intersection,High,Car,Serious,2,17,False,Evening,True,4,2022,False
4664,2,Kutchery Chowk,23.362,85.323,2024-02-27,17:56:00,Tuesday,Clear,Main Road,Low,Car,Serious,2,17,False,Evening,True,2,2024,False
4695,2,Kutchery Chowk,23.362,85.323,2023-10-24,10:13:00,Tuesday,Clear,Highway,High,Auto-Rickshaw,Minor,0,10,False,Morning,True,10,2023,False
4724,2,Kutchery Chowk,23.362,85.323,2021-04-13,11:10:00,Tuesday,Clear,Chowk/Intersection,Medium,Car,Minor,1,11,False,Morning,False,4,2021,False
4768,2,Kutchery Chowk,23.362,85.323,2023-08-31,08:59:00,Thursday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,1,8,False,Morning,True,8,2023,False
4837,2,Kutchery Chowk,23.362,85.323,2025-11-10,10:39:00,Monday,Clear,Residential Road,High,Two-Wheeler,Minor,0,10,False,Morning,True,11,2025,False
4854,2,Kutchery Chowk,23.362,85.323,2024-01-20,06:31:00,Saturday,Clear,Main Road,High,Auto-Rickshaw,Serious,1,6,True,Morning,False,1,2024,False
4867,2,Kutchery Chowk,23.362,85.323,2023-08-25,18:15:00,Friday,Clear,Main Road,Low,Truck,Serious,3,18,False,Evening,True,8,2023,False
